"Data Source","World Development Indicators",

"Last Updated Date","2020-09-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Fragile and conflict affected situations","FCS","Population ages 15-19, female (% of female population)","SP.POP.1519.FE.5Y","9.78570533369576","9.73186101336716","9.67970599919032","9.64313064540437","9.64357596097524","9.69078454259504","9.73038612223772","9.8208574936653","9.93656017399779","10.0423769420356","10.1200433704127","10.1338733745376","10.1357415646813","10.1322010363208","10.1354103758189","10.1524157835753","10.1462485358402","10.1554832721071","10.1759713077359","10.2035692941288","10.237262681788","10.2357239704839","10.2511475110746","10.2792732034166","10.314414000751","10.3533876620002","10.3597636938601","10.3792811865876","10.410972346095","10.4541668108513","10.509087404668","10.5254122937363","10.5537624606802","10.5899482927875","10.6281979496577","10.6654925294642","10.6787765205425","10.696157541785","10.7143884563053","10.727494143123","10.7313409030075","10.7026389221893","10.6722829208289","10.6405301611251","10.6087310509927","10.5777742408788","10.5018575233481","10.4388661099281","10.3910020814692","10.3592827299553","10.3429844148983","10.3197580379582","10.3078514632086","10.3068731408541","10.3158012255482","10.3325797030387","10.3260762112494","10.335360165719","10.3580428369914","10.3873805153109",
"Fragile and conflict affected situations","FCS","Female headed households (% of households with a female head)","SP.HOU.FEMA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","426.122825936606","420.883328334361","415.727672130583","410.040072670274","404.33883102182","398.58756086567","392.730108354718","386.837019732111","381.446518592148","376.073928591922","370.735616009113","365.337871454919","359.962451186068","354.983743689967","350.053170089015","345.17110819887","340.238498521016","335.379246741576","330.677530762359","325.948664533693","321.163021378195","316.187167648304","311.151553655639","308.173613211534","305.248982213998","302.408828527182","299.549057401921","296.794438654977","295.743233696304","294.778239291734","293.228841630483","292.283394414721","291.356979457836","292.170502478582","292.996146443399","293.829869214982","294.527392185205","295.248949962234","295.146796415549","295.085351902865","295.053468959369","294.992657003792","294.940833240488","290.443952387579","285.979299552199","281.546252641715","277.028663959143","272.576996701223","267.923163403163","263.348324720321","258.840759971586","254.292425224555","249.799320634853","245.870967771907","242.030791830979","238.279673310804","234.624163545534","231.035646039671","227.82552932885","",
"Fragile and conflict affected situations","FCS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Unemployment with advanced education, female (% of female labor force with advanced education)","SL.UEM.ADVN.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.3799329993745","50.2134830566981","49.8425531167285","49.4814525850667","49.1049553699973","48.7877669563817","48.5787393857723","48.3614812649616","48.0466124378103","47.6670808192436","47.2822988254523","47.0052441400886","46.6736478118263","46.3357665413857","45.9814660295201","45.6020547107525","45.1079873205051","44.6131035813919","44.046744115203","43.3706358415489","42.7840821129501","42.4430251389416","41.0555596292129","39.8852234465259","40.0037825960608","40.3291457972894","40.4446345936395","39.9072807166629","39.6422889998541","39.4829372849039",
"Fragile and conflict affected situations","FCS","Average working hours of children, study and work, male, ages 7-14 (hours per week)","SL.TLF.0714.SW.MA.TM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Child employment in manufacturing, female (% of female economically active children ages 7-14)","SL.MNF.0714.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","SL.EMP.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7945878060814","15.0707554318346","15.2332368443838","15.2071026200402","15.2042186048875","15.222892599157","15.4907261021332","15.3905198124652","15.4876732254309","15.6845411984569","15.7948636120987","15.9354480558002","16.0405508217805","16.4958823118288","16.895587072915","17.2734286875045","17.5507553205723","17.8635067001339","18.1019301662459","18.2439721186684","18.5786100037506","18.6511304923264","18.650768186778","18.8244019455601","18.9269654095922","18.8873763292692","18.5123440206682","18.4032269761851","18.3564873813436",
"Fragile and conflict affected situations","FCS","Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.972740271980967","0.986652507436538","0.977888134983079","0.973562275655972","1.00440977580895","1.00627916868614","1.00566752301938","0.990803132708558","1.00735502583482","1.03345159885485","1.08483852057427","1.06109362388038","1.06018618654541","1.08281533875393","1.11153432221773","1.11248523809584","1.12160488132515","1.14220643007532","1.15118508565337","1.18778539655648","1.21225142560194","1.22691232401889","1.24919873693196","1.25259407270025","1.24278326755254","1.22712785419015","1.2473554700311","1.25555198358519","1.26060019095666",
"Fragile and conflict affected situations","FCS","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Gini index (World Bank estimate)","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.1864511769106","48.220626965129","49.7556374827724","52.4414754867401","47.6743476108264","49.6920905244626","46.3544412532733","47.1835104436643","49.9292149711571","48.1647630549428","48.9110137648985","48.1356661972719","48.8481540029","51.5217323205672","51.0358957101161","53.3587958157086","59.2872259361912","60.8840443091699","","",
"Fragile and conflict affected situations","FCS","Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)","SH.UHC.OOPC.10.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Prevalence of wasting, weight for height (% of children under 5)","SH.STA.WAST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Mortality rate attributed to unintentional poisoning (per 100,000 population)","SH.STA.POIS.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.27122304675123","","","","","2.97422770600519","","","","","2.85908282515459","","","","","2.64157413216147","2.60809756388588","","","",
"Fragile and conflict affected situations","FCS","People with basic handwashing facilities including soap and water, rural (% of rural population)","SH.STA.HYGN.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7369762781634","13.6928509597425","20.2066429428793","20.1750781935451","28.7783909812181","28.7962600485566","29.7721254404998","29.7062852772974","","",
"Fragile and conflict affected situations","FCS","Risk of catastrophic expenditure for surgical care (% of people at risk)","SH.SGR.CRSK.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.5968633021142","67.4324583906701","61.7377110695593","63.7383341010637","64.9034536887165","64.2992917529933","60.9806292424811","60.7888746314176","60.860372378562","62.4224964847934","63.0327931788375","","",
"Fragile and conflict affected situations","FCS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","21.0516416173426","29.5693030572916","32.8368563924088","37.5849772985081","45.7425338805194","53.7509489254622","55.8592982718999","52.6481838455018","47.8000127091072","47.6784216281658","50.5603270248425","51.1136975757857","49.4308199185006","49.4973759768332","50.2907667232859","49.7392815862018","52.0074464369129","51.0807952389563","51.3513898530012","54.4060236799606","57.2954417835366","59.7260708247279","61.0958145097781","61.8644737713444","66.1238632199965","71.1585200994915","70.2200761110248","68.5327220921626","65.7306798080082","65.5548157422005","64.9421339479646","64.3082409308387","66.0813520080344","66.8852304158984","65.9963273451035","66.05470090592",
"Fragile and conflict affected situations","FCS","People using at least basic drinking water services, urban (% of urban population)","SH.H2O.BASW.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7497294302599","75.919309522067","76.4338146072275","76.960505436736","77.4914665071152","78.0994638600573","78.7168045282596","79.3869469113306","80.0150909846594","80.6371959935425","81.253652820945","81.6251614322532","82.2369730734788","82.8669815813832","83.5072050926408","84.1350228758588","84.7001851324096","85.362707385198","","",
"Fragile and conflict affected situations","FCS","Number of neonatal deaths","SH.DTH.NMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","726263","734323","743257","752618","761480","769686","776733","782486","786629","789225","790258","789886","788657","787546","786225","785026","783680","782652","782338","781555","782189","781479","781507","781145","780732","781931","780201","778219","775405","771791",
"Fragile and conflict affected situations","FCS","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","SH.ALC.PCAP.LI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.00357770074813","","","","","","5.50122049372052","","","",
"Fragile and conflict affected situations","FCS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1028","","","","15.66138","","",
"Fragile and conflict affected situations","FCS","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","SE.TER.CUAT.ST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Secondary education, teachers, female","SE.SEC.TCHR.FE","","","","","","","","","","","","","","","","","82992.07","84724.06","88070.12","96093.93","102623.3","107938.2","114097.6","122451.8","132801.5","137993.9","153697.5","168439.2","185669.8","196848.9","206753","221318.1","227484.4","235939.9","245016.3","252628.6","248606.7","248708.4","248655.9","247665.2","265503.2","275984.6","286500.7","319008.1","336897.8","356141","376014.3","397206.2","415635.2","433457.9","453057.5","469929.4","495778.2","494112.3","498206.4","532714.8","564071.7","582487.5","593719.2","",
"Fragile and conflict affected situations","FCS","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.64144","18.64056","18.70485","19.02731","19.70813","19.95738","20.22982","20.75196","20.98226","22.02342","22.48416","22.76338","24.4589","25.94718","26.71143","27.65909","28.22813","29.46092","30.42637","31.18536","31.6387","32.3911","31.58323","31.90347","32.57299","32.92023","33.77905","33.78372","",
"Fragile and conflict affected situations","FCS","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.UP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Children out of school, primary, female","SE.PRM.UNER.FE","","","","","","","","","","","7893568","8100460","8216865","8110647","8318871","8289634","8244599","8317510","8463859","8326118","8145690","7975089","8276155","8220846","8292361","8522678","8518371","8956417","9041805","9492074","10100000","9538131","9886377","10100000","10200000","10400000","10900000","11300000","11900000","12300000","12300000","12100000","11700000","11300000","11100000","11000000","10600000","10500000","9783570","9852924","9722527","9609552","9199313","9418977","9122352","9387377","9304306","","9648515","",
"Fragile and conflict affected situations","FCS","Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.0753014104839","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","School enrollment, primary, male (% gross)","SE.PRM.ENRR.MA","","","","","","","","","","","79.99894","80.07853","80.01349","81.45581","81.89412","82.62817","84.76262","85.82457","85.80137","86.9107","88.41017","89.74444","86.73564","87.03068","87.72685","87.70128","87.98496","85.03113","85.20393","83.94502","81.17335","85.1438","84.38965","84.88296","85.47396","86.51636","85.24482","84.63924","83.59241","81.22618","82.72181","84.78105","89.84524","92.67553","96.05148","95.71804","97.73524","99.04934","101.8282","101.6376","102.5562","103.4047","105.2035","104.2111","104.6352","103.2461","103.3624","103.4969","103.5768","",
"Fragile and conflict affected situations","FCS","Trained teachers in preprimary education, female (% of female teachers)","SE.PRE.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.16107","63.79345","61.42529","62.75099","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, youth (ages 15-24), gender parity index (GPI)","SE.ADT.1524.LT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.77987","0.78466","0.78968","0.79402","0.79824","0.79701","0.79509","0.79685","0.80188","0.80741","0.81182","0.81585","0.81637","0.82376","0.82972","0.83674","0.83965","0.84609","0.85175","0.85516","0.8329","0.83592","0.83225","0.82379","0.82875","0.84962","0.85077","0.85417","0.86096","0.86614","0.8772","0.88734","0.89752","",
"Fragile and conflict affected situations","FCS","Coverage of social safety net programs (% of population)","per_sa_allsa.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Gross savings (current US$)","NY.GNS.ICTR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","31144148285.4347","36880852400.2908","39992971776.5003","45325392162.6145","53316655005.6412","74370540374.1051","93717932405.5522","111864419597.491","121482247812.76","131530994830.572","154158369771.539","182353583800.695","207341331332.922","224965686179.572","227908611481.447","208549921042.492","205007333763.764","205094527147.073","212282300106.677","220538140087.381","198536513377.256","249393721434.445","251929808505.633","260591726538.839","241031821386.124","232088275387.519","246112785879.818","265021238977.877","292049175584.781","297218956332.731","309828194165.551","337047689744.862","373735337893.091","383319583697.621","393013019990.782","470474400625.616","566965728203.092","695895805602.295","850863622477.423","1062209899449.26","1176007605486.73","1310353975074.95","1332484577863.68","1562442318386.81","1670622015113.25","1783776085135","1727402794614.61","1613663345046.46","1499300593133.38","1523289452696.1","1618955682724.14",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","763798259303.346","827522060770.976","897684001561.959","941304064698.243","964083263879.117","1010834688483","1072151968441.23","1161436221559.9","1254803702546.88","1305541260231.67","1379840049020.55","1466120040383.74","1510590104107.03","1502361350599.05","1759985846314.68","1948689039217.6","2156226127758.94","2358003912908.16","2547985710790.38","2670085958488.73","2846905879764.34","2900903685690.35","3188016415043.43","3375648542031.56","3502954349320.41","3423952606450.61","3435247203138.17","3631598642562.21","3808794489550.84","3960396884498.46",
"Fragile and conflict affected situations","FCS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Adjusted savings: net national savings (current US$)","NY.ADJ.NNAT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","-5.44652873705458","-9.50204477943842","8.27473652484147","0.75641272079578","3.46515042318991","6.09782570557466","4.54100394333376","-6.22570203947575","21.115000686654","-8.6590371393779","5.44882249784541","-1.01758236363652","-1.56264352262448","3.36403875888126","3.70989175790551","5.39462403414643","6.9473447221319","-1.07869475416349","4.61212428169451","3.1642661103992","-6.89198551627412","-8.32300383409151","14.0293736200752","4.33334340957259","4.18586457339845","3.58057334299711","3.79909809700601","0.241005278830926","3.42057034222607","4.67455123083906","4.54680619017137","2.12444434485177","1.8778155471888","","","","","",
"Fragile and conflict affected situations","FCS","Agriculture, forestry, and fishing, value added (constant 2010 US$)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","68995587652.6857","72518924017.905","70172525451.7836","70889178652.9371","77073157778.3881","82516786331.4887","83362251434.8417","86462463628.0497","91358548784.4873","90108484725.9921","90872610090.2283","95570401154.0376","98505697371.0768","99528635159.0581","103190950089.343","109721818671.462","113502814735.743","118812952403.371","123575468743.067","122738527033.193","127780445725.346","151000309302.36","153839275598.169","159796347735.961","172540198126.227","181816639723.677","187457769576.917","194096719529.659","202514500115.294","213759874834.803","217854099740.818","227966377298.346","234219803018.55","239258445929.821","242183134297.132","247921875105.97","254245127380.61","257971763642.365","264502928949.353",
"Fragile and conflict affected situations","FCS","Gross capital formation (constant LCU)","NE.GDI.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","20.2707633799364","22.4464395240585","20.8591697665168","25.8407426317538","36.0474822330993","28.6759598580666","28.2094254087163","28.6993839112399","25.9473076020138","31.0181882638834","33.6253974526176","22.2031074551128","18.938807022985","17.5824698572738","18.8150720890585","17.6887061145402","14.1739321345266","17.7085074570257","16.6051014383218","25.6296989521269","25.6170924819777","21.8292864189061","20.0733224559661","19.1521680212198","19.5736834440016","21.2261085855354","23.9526552365125","31.1736879164718","27.7570975816342","29.0247788873776","33.8172098012951","28.3372340430339","31.6029514514733","35.0530978422756","33.7637395105547","34.60932349251","35.7754533754777","32.2186376613356","33.6869454432447","24.5026538480172","31.3121049493199","32.1889145423823","31.9515631357284","27.6071228915247","24.0018149021323","","","","","",
"Fragile and conflict affected situations","FCS","Final consumption expenditure (current LCU)","NE.CON.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","General government final consumption expenditure (constant 2010 US$)","NE.CON.GOVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47342605690.6761","53387817559.272","53564062969.4443","52093876828.1974","47394632094.55","48071065210.8999","46468748184.5478","64472893295.5941","65777158254.1643","62572564782.6174","65243270527.7922","69289306765.4517","70846793710.9075","72581923246.4208","93890643135.0376","102170523326.643","116059570174.05","147610823895.715","155660588648.408","155556661150.63","168672828990.375","178482198104.401","188390918213.602","187633941957.525","190354001103.809","","","","","",
"Fragile and conflict affected situations","FCS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Merchandise exports (current US$)","TX.VAL.MRCH.CD.WT","5310877702.48915","5104067823.10873","5620058472.16288","6275645789.7988","6917790465.275","7309695186.7009","7482381435.98354","8141070901.81018","9008638345.81103","10293961746.1603","11260797932.2638","12704330890.3391","13564659988.5617","20543459368.2539","44659559402.8045","40062175784.1778","47351189982.9406","52203983802.6022","49978709500.4688","83225465709.6649","111273021551.237","80329093348.9422","66431469454.578","57969843239.7282","61953001516.5951","62231160804.3617","41445733877.2328","48614798345.955","47954040781.3345","60984760401.1525","74167468895.3745","55976365111.2693","53490778348.9078","51839056376.3555","53025650133.8586","62486358027.9583","73777603852.8403","77293973158.6119","60154515243.1786","77938950950.1467","115836564294.096","96093421992.6428","98648526320.6461","108441025674.814","157904156445.723","215015479111.502","259505218071.854","302833258695.742","402996666953.526","269538819006.368","351105752025.719","423829721551.487","465124790086.562","413657626331.309","385947400264.636","234891476183.158","192293114407.619","246567371296.179","316368491270.772","289096485928.887",
